city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
Itajubá,3132404.0,2021-06-18,202124,97334.0,96869.0,True,False,8463,8694.80346,2021-06-18,0.0441,373,435,city,MG,48,0
Santa Rita do Itueto,3159506.0,2021-06-18,202124,5457.0,5489.0,True,False,846,15503.023640000001,2021-06-18,0.0059,5,360,city,MG,2,0
Divina Pastora,2802007.0,2021-08-11,202132,5215.0,5138.0,True,False,846,16222.435280000002,2021-08-11,0.0142,12,467,city,SE,0,0
Catiguá,3511201.0,2021-08-11,202132,7855.0,7804.0,True,False,846,10770.21006,2021-08-11,0.0461,39,458,city,SP,1,0
Porto Velho,1100205.0,2021-07-24,202129,539354.0,529544.0,True,False,84514,15669.48609,2021-07-24,0.0294,2486,491,city,RO,9,1
Picos,2208007.0,2021-08-11,202132,78431.0,78222.0,True,False,8447,10769.97616,2021-08-11,0.0179,151,484,city,PI,28,0
Iapu,3129301.0,2021-06-18,202124,11045.0,11004.0,True,False,843,7632.4128599999995,2021-06-18,0.0356,30,394,city,MG,1,0
Aveiro,1501006.0,2021-08-07,202131,16404.0,16388.0,True,False,843,5138.99049,2021-08-07,0.0154,13,439,city,PA,0,0
Tapiraí,3553500.0,2021-08-11,202132,7766.0,7807.0,True,False,843,10855.00901,2021-08-11,0.0119,10,462,city,SP,0,0
Brejo Santo,2302503.0,2021-08-09,202132,49842.0,49477.0,True,False,8420,16893.38309,2021-08-09,0.0184,155,473,city,CE,22,0
Urandi,2932606.0,2021-07-29,202130,16665.0,16658.0,True,False,842,5052.50525,2021-07-29,0.0107,9,438,city,BA,-1,0
Alto Boa Vista,5100359.0,2021-08-11,202132,6936.0,6822.0,True,False,842,12139.56171,2021-08-11,0.0202,17,450,city,MT,0,0
Cabixi,1100031.0,2021-07-24,202129,5188.0,5312.0,True,False,842,16229.76099,2021-07-24,0.0238,20,449,city,RO,0,0
São Gabriel,4318309.0,2021-08-09,202132,62147.0,62105.0,True,False,8411,13534.04026,2021-08-09,0.0325,273,495,city,RS,2,0
Gaspar,4205902.0,2021-08-10,202132,70793.0,69639.0,True,False,8411,11881.118190000001,2021-08-10,0.0209,176,506,city,SC,16,0
Campo do Meio,3111309.0,2021-06-18,202124,11651.0,11655.0,True,False,841,7218.2645299999995,2021-06-18,0.019,16,357,city,MG,6,0
Guarani,3128402.0,2021-06-18,202124,8918.0,8911.0,True,False,841,9430.36555,2021-06-18,0.0059,5,379,city,MG,8,0
Augusto Pestana,4301503.0,2021-08-09,202132,6602.0,6661.0,True,False,841,12738.56407,2021-08-09,0.0155,13,367,city,RS,1,0
Coronel Bicaco,4305900.0,2021-08-09,202132,7268.0,7325.0,True,False,841,11571.27133,2021-08-09,0.0404,34,471,city,RS,0,0
Santa Cruz do Piauí,2209104.0,2021-08-11,202132,6247.0,6240.0,True,False,840,13446.4543,2021-08-11,0.0167,14,449,city,PI,0,0
Mato Queimado,4312179.0,2021-08-09,202132,1629.0,1648.0,True,False,84,5156.53775,2021-08-09,0.0476,4,383,city,RS,0,0
Laranjal do Jari,1600279.0,2021-07-29,202130,51362.0,50410.0,True,False,8380,16315.564040000001,2021-07-29,0.0113,95,471,city,AP,0,0
Boa Vista,2502151.0,2021-08-08,202132,7136.0,7051.0,True,False,836,11715.246640000001,2021-08-08,0.0179,15,450,city,PB,2,0
Nova União,1101435.0,2021-07-24,202129,6895.0,6970.0,True,False,835,12110.2248,2021-07-24,0.018,15,424,city,RO,3,0
Mostardas,4312500.0,2021-08-09,202132,12847.0,12804.0,True,False,835,6499.5718799999995,2021-08-09,0.024,20,424,city,RS,0,0
Nova Guarita,5108808.0,2021-08-11,202132,4464.0,4519.0,True,False,834,18682.7957,2021-08-11,0.018,15,442,city,MT,0,0
Teixeira Soares,4127007.0,2021-08-12,202132,12567.0,12367.0,True,False,834,6636.42874,2021-08-12,0.0156,13,426,city,PR,0,0
Tucunduva,4322103.0,2021-08-09,202132,5644.0,5678.0,True,False,834,14776.75408,2021-08-09,0.0216,18,474,city,RS,0,0
Narandiba,3532207.0,2021-08-11,202132,4904.0,4857.0,True,False,834,17006.52529,2021-08-11,0.0252,21,414,city,SP,0,0
Santo Antônio da Alegria,3547908.0,2021-08-11,202132,6977.0,6929.0,True,False,834,11953.5617,2021-08-11,0.0216,18,482,city,SP,2,0
São Gonçalo do Amarante,2412005.0,2021-08-09,202132,103672.0,102400.0,True,False,8333,8037.8501400000005,2021-08-09,0.0264,220,500,city,RN,3,0
Belo Vale,3106408.0,2021-06-18,202124,7719.0,7715.0,True,False,833,10791.55331,2021-06-18,0.012,10,421,city,MG,3,0
Taperoá,2516508.0,2021-08-08,202132,15441.0,15376.0,True,False,833,5394.72832,2021-08-08,0.0204,17,482,city,PB,8,0
Campinas do Sul,4303806.0,2021-08-09,202132,5438.0,5454.0,True,False,833,15318.131669999999,2021-08-09,0.0072,6,475,city,RS,0,0
Nossa Senhora Aparecida,2804458.0,2021-08-11,202132,8809.0,8796.0,True,False,833,9456.23794,2021-08-11,0.0216,18,453,city,SE,0,0
Novo Barreiro,4313490.0,2021-08-09,202132,4175.0,4164.0,True,False,832,19928.14371,2021-08-09,0.0276,23,446,city,RS,0,0
Anapurus,2100808.0,2021-08-08,202132,15894.0,15732.0,True,False,831,5228.38807,2021-08-08,0.0168,14,463,city,MA,0,0
Pacatuba,2804904.0,2021-08-11,202132,14540.0,14428.0,True,False,831,5715.26823,2021-08-11,0.0265,22,491,city,SE,0,0
Maceió,2704302.0,2021-07-02,202126,1025360.0,1018948.0,True,False,83093,8103.78794,2021-07-02,0.0283,2348,482,city,AL,233,6
Muçum,4312609.0,2021-08-09,202132,4961.0,4954.0,True,False,830,16730.497880000003,2021-08-09,0.0157,13,480,city,RS,0,0
Aricanduva,3104452.0,2021-06-18,202124,5269.0,5231.0,True,False,83,1575.25147,2021-06-18,0.0,0,357,city,MG,0,0
Piedade dos Gerais,3150406.0,2021-06-18,202124,5009.0,4982.0,True,False,83,1657.01737,2021-06-18,0.0602,5,423,city,MG,0,0
São João da Boa Vista,3549102.0,2021-08-11,202132,91771.0,91211.0,True,False,8297,9040.98245,2021-08-11,0.0346,287,490,city,SP,13,0
Catarina,2303600.0,2021-08-09,202132,20871.0,20698.0,True,False,829,3972.0185899999997,2021-08-09,0.0217,18,491,city,CE,8,0
Itatim,2916856.0,2021-07-29,202130,14539.0,14487.0,True,False,829,5701.905220000001,2021-07-29,0.0314,26,478,city,BA,3,0
São João da Urtiga,4318424.0,2021-08-09,202132,4641.0,4657.0,True,False,829,17862.52963,2021-08-09,0.0072,6,446,city,RS,1,0
Rio do Oeste,4214607.0,2021-08-10,202132,7520.0,7489.0,True,False,829,11023.93617,2021-08-10,0.0133,11,458,city,SC,0,0
Três Fronteiras,3554904.0,2021-08-11,202132,5832.0,5807.0,True,False,829,14214.67764,2021-08-11,0.035,29,449,city,SP,-1,0
Moema,3142403.0,2021-06-18,202124,7554.0,7517.0,True,False,828,10961.08022,2021-06-18,0.0121,10,416,city,MG,0,0
Uiraúna,2516904.0,2021-08-08,202132,15300.0,15242.0,True,False,828,5411.76471,2021-08-08,0.035,29,462,city,PB,3,0
Pedro Osório,4314209.0,2021-08-09,202132,7706.0,7730.0,True,False,828,10744.87412,2021-08-09,0.0302,25,413,city,RS,0,0
Capão da Canoa,4304630.0,2021-08-09,202132,54051.0,53049.0,True,False,8271,15302.214580000002,2021-08-09,0.0242,200,505,city,RS,4,0
Piranguinho,3151008.0,2021-06-18,202124,8640.0,8596.0,True,False,827,9571.759259999999,2021-06-18,0.0459,38,401,city,MG,18,0
Petrolândia,4212700.0,2021-08-10,202132,5905.0,5937.0,True,False,827,14005.08044,2021-08-10,0.0326,27,450,city,SC,1,0
Mariana,3140001.0,2021-06-18,202124,61288.0,60724.0,True,False,8265,13485.511030000001,2021-06-18,0.0105,87,456,city,MG,150,0
Riacho dos Cavalos,2512804.0,2021-08-08,202132,8541.0,8526.0,True,False,826,9670.99871,2021-08-08,0.0206,17,467,city,PB,2,0
Guatambú,4206652.0,2021-08-10,202132,4698.0,4704.0,True,False,826,17581.94977,2021-08-10,0.0206,17,463,city,SC,6,0
Aiuaba,2300408.0,2021-08-09,202132,17493.0,17399.0,True,False,825,4716.17218,2021-08-09,0.0133,11,463,city,CE,3,0
Saudade do Iguaçu,4126272.0,2021-08-12,202132,5539.0,5500.0,True,False,825,14894.385269999999,2021-08-12,0.017,14,452,city,PR,4,0
Iporã do Oeste,4207650.0,2021-08-10,202132,9045.0,8996.0,True,False,825,9121.06136,2021-08-10,0.0145,12,427,city,SC,3,0
Figueirópolis,1707652.0,2021-08-09,202132,5243.0,5263.0,True,False,825,15735.26607,2021-08-09,0.0206,17,460,city,TO,4,1
Santa Bárbara de Goiás,5219100.0,2021-08-08,202132,6634.0,6560.0,True,False,824,12420.86222,2021-08-08,0.0255,21,412,city,GO,0,0
Santa Fé do Araguaia,1718865.0,2021-08-09,202132,7595.0,7512.0,True,False,824,10849.24292,2021-08-09,0.0158,13,451,city,TO,0,0
Itaúba,5104559.0,2021-08-11,202132,3704.0,3802.0,True,False,823,22219.22246,2021-08-11,0.0304,25,429,city,MT,0,0
Brejões,2904308.0,2021-07-29,202130,14222.0,14295.0,True,False,823,5786.80917,2021-07-29,0.0146,12,417,city,BA,-1,0
Lindóia,3527009.0,2021-08-11,202132,8092.0,7980.0,True,False,823,10170.5388,2021-08-11,0.0207,17,471,city,SP,1,0
São Sebastião,3550704.0,2021-08-11,202132,90328.0,88980.0,True,False,8220,9100.16828,2021-08-11,0.0206,169,505,city,SP,1,0
Maquiné,4311775.0,2021-08-09,202132,6681.0,6714.0,True,False,822,12303.54737,2021-08-09,0.0255,21,447,city,RS,0,0
Patrocínio,3148103.0,2021-06-18,202124,91449.0,90757.0,True,False,8215,8983.14908,2021-06-18,0.0267,219,462,city,MG,37,0
Candeias,2906501.0,2021-07-29,202130,87458.0,87076.0,True,False,8208,9385.07627,2021-07-29,0.0224,184,486,city,BA,36,2
Caldas,3110301.0,2021-06-18,202124,14541.0,14480.0,True,False,820,5639.2270100000005,2021-06-18,0.0341,28,406,city,MG,7,0
Tarabai,3553906.0,2021-08-11,202132,7540.0,7468.0,True,False,820,10875.331559999999,2021-08-11,0.0341,28,481,city,SP,0,0
Primeira Cruz,2109403.0,2021-08-08,202132,15431.0,15315.0,True,False,82,531.3978400000001,2021-08-08,0.0366,3,451,city,MA,0,0
São Francisco de Assis do Piauí,2209658.0,2021-08-11,202132,5779.0,5755.0,True,False,82,1418.93061,2021-08-11,0.0366,3,445,city,PI,1,0
Tanquinho,2931103.0,2021-07-29,202130,7928.0,7918.0,True,False,818,10317.86075,2021-07-29,0.0183,15,427,city,BA,0,1
Iaciara,5209903.0,2021-08-08,202132,14082.0,13947.0,True,False,818,5808.833970000001,2021-08-08,0.0147,12,419,city,GO,0,0
Presidente Olegário,3153400.0,2021-06-18,202124,19627.0,19573.0,True,False,818,4167.7281299999995,2021-06-18,0.0342,28,373,city,MG,9,0
Caiçara,2503605.0,2021-08-08,202132,7191.0,7201.0,True,False,818,11375.33027,2021-08-08,0.0171,14,465,city,PB,0,0
Theobroma,1101609.0,2021-07-24,202129,10395.0,10444.0,True,False,818,7869.16787,2021-07-24,0.0306,25,444,city,RO,0,0
Aparecida d'Oeste,3502606.0,2021-08-11,202132,4158.0,4196.0,True,False,818,19672.91967,2021-08-11,0.0196,16,427,city,SP,11,0
Americano do Brasil,5200852.0,2021-08-08,202132,6164.0,6111.0,True,False,817,13254.38027,2021-08-08,0.0282,23,417,city,GO,0,0
Açu,2400208.0,2021-08-09,202132,58384.0,58017.0,True,False,8167,13988.42149,2021-08-09,0.0181,148,500,city,RN,1,0
Tatuí,3554003.0,2021-08-11,202132,122967.0,121766.0,True,False,8165,6639.99284,2021-08-11,0.0544,444,504,city,SP,37,1
Quixabeira,2925931.0,2021-07-29,202130,8956.0,8972.0,True,False,816,9111.21036,2021-07-29,0.0098,8,444,city,BA,0,0
São João Evangelista,3162807.0,2021-06-18,202124,15767.0,15774.0,True,False,816,5175.36627,2021-06-18,0.0098,8,363,city,MG,4,0
Trindade do Sul,4321956.0,2021-08-09,202132,5791.0,5802.0,True,False,816,14090.8306,2021-08-09,0.0208,17,471,city,RS,0,0
Guaraçaí,3517802.0,2021-08-11,202132,8290.0,8323.0,True,False,816,9843.18456,2021-08-11,0.027,22,464,city,SP,5,0
Potiretama,2311231.0,2021-08-09,202132,6437.0,6419.0,True,False,815,12661.17757,2021-08-09,0.0086,7,478,city,CE,-2,0
São Bento do Tocantins,1720101.0,2021-08-09,202132,5391.0,5324.0,True,False,815,15117.78891,2021-08-09,0.011,9,458,city,TO,1,0
Chapada Gaúcha,3116159.0,2021-06-18,202124,13953.0,13680.0,True,False,814,5833.87085,2021-06-18,0.0086,7,357,city,MG,11,0
Floresta Azul,2911006.0,2021-07-29,202130,10575.0,10629.0,True,False,814,7697.39953,2021-07-29,0.0233,19,472,city,BA,0,0
General Carneiro,5103908.0,2021-08-11,202132,5592.0,5540.0,True,False,812,14520.743919999999,2021-08-11,0.0259,21,425,city,MT,3,0
Iuiu,2917334.0,2021-07-29,202130,11016.0,10994.0,True,False,812,7371.096590000001,2021-07-29,0.0135,11,419,city,BA,26,0
Cafelândia,3508801.0,2021-08-11,202132,17843.0,17767.0,True,False,812,4550.8042399999995,2021-08-11,0.0542,44,425,city,SP,1,0
Fronteiras,2204303.0,2021-08-11,202132,11659.0,11625.0,True,False,811,6955.9996599999995,2021-08-11,0.0111,9,461,city,PI,1,0
Mascote,2920908.0,2021-07-29,202130,13717.0,13822.0,True,False,811,5912.37151,2021-07-29,0.0271,22,433,city,BA,1,0
Conceição do Coité,2908408.0,2021-07-29,202130,67013.0,66612.0,True,False,8108,12099.14494,2021-07-29,0.0056,45,478,city,BA,26,0
São Gabriel da Cachoeira,1303809.0,2021-08-11,202132,46303.0,45564.0,True,False,8103,17499.94601,2021-08-11,0.0133,108,493,city,AM,0,0
Santa Maria do Oeste,4123857.0,2021-08-12,202132,9410.0,9615.0,True,False,810,8607.86397,2021-08-12,0.0333,27,401,city,PR,0,0
Couto de Magalhães de Minas,3120102.0,2021-06-18,202124,4423.0,4410.0,True,False,81,1831.3362,2021-06-18,0.0247,2,408,city,MG,0,0
Silveirânia,3167301.0,2021-06-18,202124,2264.0,2261.0,True,False,81,3577.7385200000003,2021-06-18,0.037,3,379,city,MG,0,0
Bela Vista do Toldo,4202131.0,2021-08-10,202132,6362.0,6337.0,True,False,81,1273.18453,2021-08-10,0.037,3,429,city,SC,0,0
Bayeux,2501807.0,2021-08-08,202132,97203.0,96880.0,True,False,8099,8332.047359999999,2021-08-08,0.0305,247,488,city,PB,46,1
Major Isidoro,2704401.0,2021-07-02,202126,19864.0,19804.0,True,False,809,4072.6943200000005,2021-07-02,0.0284,23,420,city,AL,1,1
Brejinho,2602506.0,2021-08-11,202132,7488.0,7487.0,True,False,809,10803.95299,2021-08-11,0.026,21,443,city,PE,0,0
Comendador Levy Gasparian,3300951.0,2021-08-11,202132,8576.0,8561.0,True,False,809,9433.30224,2021-08-11,0.0396,32,451,city,RJ,3,0
Guaíba,4309308.0,2021-08-09,202132,98239.0,98143.0,True,False,8087,8231.9649,2021-08-09,0.038,307,495,city,RS,5,1
Oriximiná,1505304.0,2021-08-07,202131,74016.0,73096.0,True,False,8081,10917.90964,2021-08-07,0.0166,134,475,city,PA,0,0
Araguanã,2100873.0,2021-08-08,202132,15551.0,15426.0,True,False,808,5195.80734,2021-08-08,0.0062,5,467,city,MA,0,0
Iati,2606507.0,2021-08-11,202132,19241.0,19197.0,True,False,808,4199.36594,2021-08-11,0.0235,19,447,city,PE,1,0
Santa Rita,2110203.0,2021-08-08,202132,38298.0,37855.0,True,False,807,2107.15964,2021-08-08,0.0372,30,484,city,MA,0,0
Santa Carmem,5107248.0,2021-08-11,202132,4563.0,4525.0,True,False,807,17685.73307,2021-08-11,0.0173,14,433,city,MT,0,0
Penaforte,2310605.0,2021-08-09,202132,9143.0,9077.0,True,False,806,8815.48726,2021-08-09,0.0174,14,449,city,CE,0,1
Severiano Melo,2413607.0,2021-08-09,202132,2088.0,2440.0,True,False,806,38601.532569999996,2021-08-09,0.0161,13,453,city,RN,0,0
Paulicéia,3536406.0,2021-08-11,202132,7454.0,7366.0,True,False,806,10812.98632,2021-08-11,0.0211,17,427,city,SP,1,0
Humaitá,1301704.0,2021-08-11,202132,56144.0,55080.0,True,False,8056,14348.817330000002,2021-08-11,0.0186,150,473,city,AM,0,0
Irati,4110706.0,2021-08-12,202132,61088.0,60727.0,True,False,8053,13182.621790000001,2021-08-12,0.0215,173,455,city,PR,36,1
Turilândia,2112456.0,2021-08-08,202132,25868.0,25619.0,True,False,804,3108.08721,2021-08-08,0.0124,10,459,city,MA,0,0
Juru,2508000.0,2021-08-08,202132,9849.0,9867.0,True,False,804,8163.26531,2021-08-08,0.0187,15,447,city,PB,-1,0
Capitão de Campos,2202406.0,2021-08-11,202132,11445.0,11417.0,True,False,804,7024.9017,2021-08-11,0.0336,27,450,city,PI,3,0
Vila Flores,4323309.0,2021-08-09,202132,3396.0,3385.0,True,False,804,23674.911659999998,2021-08-09,0.0137,11,457,city,RS,1,0
Divinópolis do Tocantins,1707108.0,2021-08-09,202132,6943.0,6900.0,True,False,804,11580.00864,2021-08-09,0.0124,10,446,city,TO,2,0
Inhumas,5210000.0,2021-08-08,202132,53259.0,52866.0,True,False,8031,15079.14155,2021-08-08,0.0285,229,477,city,GO,0,0
Rio Fortuna,4214904.0,2021-08-10,202132,4620.0,4611.0,True,False,802,17359.30736,2021-08-10,0.0125,10,466,city,SC,0,0
Várzea Paulista,3556503.0,2021-08-11,202132,123071.0,121838.0,True,False,8016,6513.31345,2021-08-11,0.0301,241,485,city,SP,7,2
Aracati,2301109.0,2021-08-09,202132,74975.0,74547.0,True,False,8013,10687.56252,2021-08-09,0.0207,166,492,city,CE,21,0
Tacaratu,2614808.0,2021-08-11,202132,26106.0,25765.0,True,False,801,3068.26017,2021-08-11,0.035,28,445,city,PE,0,0
Corumbiara,1100072.0,2021-07-24,202129,7220.0,7391.0,True,False,801,11094.18283,2021-07-24,0.0237,19,414,city,RO,1,0
São João do Jaguaribe,2312502.0,2021-08-09,202132,7601.0,7645.0,True,False,800,10524.93093,2021-08-09,0.0112,9,476,city,CE,5,0
Cacequi,4302907.0,2021-08-09,202132,12423.0,12561.0,True,False,800,6439.668360000001,2021-08-09,0.0138,11,415,city,RS,0,0
Vargem Bonita,4219176.0,2021-08-10,202132,4451.0,4492.0,True,False,800,17973.4891,2021-08-10,0.01,8,475,city,SC,0,0
Barrocas,2903276.0,2021-07-29,202130,16105.0,15978.0,True,False,800,4967.40143,2021-07-29,0.03,24,446,city,BA,2,0
Arujá,3503901.0,2021-08-11,202132,91157.0,89824.0,True,False,7990,8765.09758,2021-08-11,0.0413,330,504,city,SP,22,0
São Miguel das Missões,4319158.0,2021-08-09,202132,7683.0,7673.0,True,False,799,10399.5835,2021-08-09,0.02,16,410,city,RS,0,0
Pinhalão,4119202.0,2021-08-12,202132,6324.0,6326.0,True,False,798,12618.59583,2021-08-12,0.0238,19,408,city,PR,1,0
Antonina do Norte,2300804.0,2021-08-09,202132,7378.0,7353.0,True,False,797,10802.385470000001,2021-08-09,0.0326,26,467,city,CE,1,0
Barão de Cotegipe,4301701.0,2021-08-09,202132,6620.0,6623.0,True,False,797,12039.27492,2021-08-09,0.0125,10,452,city,RS,0,0
Lagoa Grande,3137536.0,2021-06-18,202124,9608.0,9532.0,True,False,796,8284.7627,2021-06-18,0.0377,30,357,city,MG,5,0
Renascença,4121604.0,2021-08-12,202132,6787.0,6802.0,True,False,796,11728.30411,2021-08-12,0.0276,22,429,city,PR,1,0
Boquira,2904100.0,2021-07-29,202130,21497.0,21508.0,True,False,796,3702.8422600000004,2021-07-29,0.0201,16,443,city,BA,17,0
Nova Soure,2922904.0,2021-07-29,202130,26998.0,26947.0,True,False,796,2948.36655,2021-07-29,0.0314,25,487,city,BA,2,1
Jati,2307205.0,2021-08-09,202132,8130.0,8111.0,True,False,795,9778.59779,2021-08-09,0.0164,13,449,city,CE,3,0
Governador Newton Bello,2104651.0,2021-08-08,202132,10151.0,10180.0,True,False,795,7831.740720000001,2021-08-08,0.0101,8,467,city,MA,0,0
Mortugaba,2921807.0,2021-07-29,202130,12052.0,12042.0,True,False,795,6596.415529999999,2021-07-29,0.0151,12,419,city,BA,68,0
Rio Branco,5107206.0,2021-08-11,202132,5150.0,5156.0,True,False,795,15436.8932,2021-08-11,0.0226,18,477,city,MT,4,1
Nova Europa,3532900.0,2021-08-11,202132,11355.0,11186.0,True,False,795,7001.321,2021-08-11,0.0365,29,460,city,SP,0,0
Duque Bacelar,2103901.0,2021-08-08,202132,11401.0,11349.0,True,False,794,6964.30138,2021-08-08,0.0189,15,465,city,MA,0,0
Barreiros,2601409.0,2021-08-11,202132,42764.0,42659.0,True,False,794,1856.7019,2021-08-11,0.0793,63,468,city,PE,0,0
Machadinho,4311700.0,2021-08-09,202132,5427.0,5445.0,True,False,792,14593.698180000001,2021-08-09,0.0152,12,459,city,RS,0,0
Florianópolis,4205407.0,2021-08-10,202132,508826.0,500973.0,True,False,79176,15560.5256,2021-08-10,0.0129,1024,517,city,SC,67,2
Itapecerica da Serra,3522208.0,2021-08-11,202132,177662.0,175693.0,True,False,7912,4453.40028,2021-08-11,0.0562,445,499,city,SP,4,0
Itaguari,5210562.0,2021-08-08,202132,4685.0,4676.0,True,False,791,16883.671290000002,2021-08-08,0.0215,17,409,city,GO,0,0
Arataca,2902252.0,2021-07-29,202130,10961.0,11019.0,True,False,791,7216.49485,2021-07-29,0.019,15,457,city,BA,-1,0
Afonso Bezerra,2400307.0,2021-08-09,202132,11029.0,11035.0,True,False,791,7172.001090000001,2021-08-09,0.0228,18,462,city,RN,0,0
São João do Sabugi,2412104.0,2021-08-09,202132,6207.0,6193.0,True,False,791,12743.67649,2021-08-09,0.0101,8,445,city,RN,0,0
Salvador do Sul,4316501.0,2021-08-09,202132,7889.0,7799.0,True,False,791,10026.619340000001,2021-08-09,0.0051,4,473,city,RS,1,0
Piacatu,3537701.0,2021-08-11,202132,6038.0,5980.0,True,False,791,13100.36436,2021-08-11,0.0114,9,398,city,SP,1,0
Paraíso do Tocantins,1716109.0,2021-08-09,202132,51891.0,51252.0,True,False,7909,15241.56405,2021-08-09,0.0219,173,486,city,TO,8,0
Santa Luzia,3157807.0,2021-06-18,202124,220444.0,219134.0,True,False,7907,3586.8519899999997,2021-06-18,0.0506,400,447,city,MG,30,2
Barra do Mendes,2903003.0,2021-07-29,202130,13833.0,13865.0,True,False,790,5710.98099,2021-07-29,0.0165,13,434,city,BA,9,0
Puxinanã,2512408.0,2021-08-08,202132,13741.0,13680.0,True,False,790,5749.21767,2021-08-08,0.0089,7,456,city,PB,2,0
São Luiz do Paraitinga,3550001.0,2021-08-11,202132,10690.0,10687.0,True,False,79,739.00842,2021-08-11,0.3165,25,462,city,SP,0,0
Lima Duarte,3138609.0,2021-06-18,202124,16724.0,16698.0,True,False,789,4717.77087,2021-06-18,0.0583,46,412,city,MG,-4,0
Barros Cassal,4302006.0,2021-08-09,202132,11182.0,11199.0,True,False,789,7055.98283,2021-08-09,0.0177,14,465,city,RS,0,0
Ibitiara,2913002.0,2021-07-29,202130,16403.0,16339.0,True,False,789,4810.0957100000005,2021-07-29,0.0114,9,441,city,BA,2,0
Estiva Gerbi,3557303.0,2021-08-11,202132,11407.0,11304.0,True,False,788,6908.03892,2021-08-11,0.0419,33,488,city,SP,0,0
Jacuí,3134806.0,2021-06-18,202124,7691.0,7686.0,True,False,787,10232.73957,2021-06-18,0.028,22,357,city,MG,0,5
Pirpirituba,2511806.0,2021-08-08,202132,10584.0,10579.0,True,False,787,7435.752079999999,2021-08-08,0.0216,17,462,city,PB,1,0
Alvorada do Sul,4100806.0,2021-08-12,202132,11503.0,11406.0,True,False,787,6841.69347,2021-08-12,0.033,26,468,city,PR,1,0
General Câmara,4308805.0,2021-08-09,202132,8361.0,8385.0,True,False,787,9412.749670000001,2021-08-09,0.0292,23,462,city,RS,0,0
Santa Maria da Serra,3547007.0,2021-08-11,202132,6236.0,6173.0,True,False,787,12620.2694,2021-08-11,0.0102,8,469,city,SP,0,0
Timbó Grande,4218251.0,2021-08-10,202132,7941.0,7877.0,True,False,786,9897.99773,2021-08-10,0.0216,17,416,city,SC,0,0
Ciríaco,4305504.0,2021-08-09,202132,4719.0,4747.0,True,False,785,16634.880269999998,2021-08-09,0.0318,25,471,city,RS,3,1
Pastos Bons,2108009.0,2021-08-08,202132,19583.0,19472.0,True,False,784,4003.4724,2021-08-08,0.023,18,444,city,MA,0,0
Maiquinique,2920007.0,2021-07-29,202130,10206.0,10112.0,True,False,784,7681.75583,2021-07-29,0.0128,10,428,city,BA,0,0
Barrolândia,1703107.0,2021-08-09,202132,5651.0,5632.0,True,False,784,13873.65068,2021-08-09,0.0255,20,462,city,TO,8,0
Dois Irmãos do Tocantins,1707207.0,2021-08-09,202132,7185.0,7198.0,True,False,784,10911.62143,2021-08-09,0.0255,20,444,city,TO,0,0
Igrapiúna,2913457.0,2021-07-29,202130,13091.0,13226.0,True,False,783,5981.20846,2021-07-29,0.0179,14,441,city,BA,-1,0
Vale do Paraíso,1101807.0,2021-07-24,202129,6656.0,6825.0,True,False,783,11763.82212,2021-07-24,0.0319,25,432,city,RO,0,0
Itapé,2916203.0,2021-07-29,202130,8526.0,8761.0,True,False,783,9183.67347,2021-07-29,0.0332,26,473,city,BA,1,0
Alvorada do Norte,5200803.0,2021-08-08,202132,8705.0,8660.0,True,False,782,8983.34291,2021-08-08,0.0102,8,418,city,GO,0,0
Cocalinho,5103106.0,2021-08-11,202132,5681.0,5700.0,True,False,782,13765.182190000001,2021-08-11,0.0192,15,414,city,MT,0,0
Pedras Grandes,4212403.0,2021-08-10,202132,3953.0,3976.0,True,False,782,19782.44371,2021-08-10,0.0281,22,494,city,SC,0,0
Salgueiro,2612208.0,2021-08-11,202132,61249.0,60930.0,True,False,7812,12754.49395,2021-08-11,0.0152,119,492,city,PE,4,0
Cachoeira Dourada,5204250.0,2021-08-08,202132,8031.0,8067.0,True,False,781,9724.816340000001,2021-08-08,0.0371,29,441,city,GO,1,1
Feira Grande,2702603.0,2021-07-02,202126,22178.0,22166.0,True,False,781,3521.5078,2021-07-02,0.023,18,413,city,AL,3,0
Olinda Nova do Maranhão,2107456.0,2021-08-08,202132,14836.0,14701.0,True,False,781,5264.22216,2021-08-08,0.0154,12,468,city,MA,0,0
Caraá,4304713.0,2021-08-09,202132,8350.0,8270.0,True,False,781,9353.29341,2021-08-09,0.0294,23,430,city,RS,0,0
Irineópolis,4207908.0,2021-08-10,202132,11289.0,11222.0,True,False,781,6918.238990000001,2021-08-10,0.0179,14,399,city,SC,0,0
Cruzeiro do Sul,1200203.0,2021-08-07,202131,89072.0,88376.0,True,False,7809,8767.06485,2021-08-07,0.0207,162,482,city,AC,0,0
Lagoa Real,2918753.0,2021-07-29,202130,15770.0,15665.0,True,False,779,4939.75904,2021-07-29,0.0103,8,417,city,BA,6,0
Boqueirão do Piauí,2201945.0,2021-08-11,202132,6426.0,6407.0,True,False,779,12122.62683,2021-08-11,0.0128,10,432,city,PI,2,0
Passo de Camaragibe,2706505.0,2021-07-02,202126,15258.0,15245.0,True,False,779,5105.51842,2021-07-02,0.027,21,419,city,AL,1,0
