free_memory_MB,allocated_memory_MB,max_memory_MB,total_memory_MB,milliseconds
127.0,186.0,2048.0,1989.0,1629409736941
127.0,186.0,2048.0,1989.0,1629409736942
127.0,186.0,2048.0,1989.0,1629409736942
127.0,186.0,2048.0,1989.0,1629409736942
127.0,186.0,2048.0,1989.0,1629409736942
127.0,186.0,2048.0,1989.0,1629409736947
127.0,186.0,2048.0,1989.0,1629409736947
127.0,186.0,2048.0,1989.0,1629409736948
127.0,186.0,2048.0,1989.0,1629409736953
127.0,186.0,2048.0,1989.0,1629409736958
127.0,186.0,2048.0,1989.0,1629409736958
127.0,186.0,2048.0,1989.0,1629409736958
126.0,186.0,2048.0,1988.0,1629409736958
126.0,186.0,2048.0,1988.0,1629409736958
126.0,186.0,2048.0,1988.0,1629409736959
126.0,186.0,2048.0,1988.0,1629409736959
126.0,186.0,2048.0,1988.0,1629409736960
126.0,186.0,2048.0,1988.0,1629409736960
126.0,186.0,2048.0,1988.0,1629409736960
126.0,186.0,2048.0,1988.0,1629409736960
126.0,186.0,2048.0,1988.0,1629409736960
126.0,186.0,2048.0,1988.0,1629409736960
126.0,186.0,2048.0,1988.0,1629409736961
126.0,186.0,2048.0,1988.0,1629409736961
126.0,186.0,2048.0,1988.0,1629409736961
126.0,186.0,2048.0,1988.0,1629409736961
126.0,186.0,2048.0,1988.0,1629409736961
126.0,186.0,2048.0,1988.0,1629409736962
126.0,186.0,2048.0,1988.0,1629409736962
126.0,186.0,2048.0,1988.0,1629409736962
126.0,186.0,2048.0,1988.0,1629409736963
126.0,186.0,2048.0,1988.0,1629409736964
126.0,186.0,2048.0,1988.0,1629409736964
126.0,186.0,2048.0,1988.0,1629409736964
126.0,186.0,2048.0,1988.0,1629409736964
126.0,186.0,2048.0,1988.0,1629409736964
126.0,186.0,2048.0,1988.0,1629409736965
126.0,186.0,2048.0,1988.0,1629409736965
126.0,186.0,2048.0,1988.0,1629409736965
126.0,186.0,2048.0,1988.0,1629409736985
126.0,186.0,2048.0,1988.0,1629409736986
126.0,186.0,2048.0,1988.0,1629409736986
126.0,186.0,2048.0,1988.0,1629409736986
126.0,186.0,2048.0,1988.0,1629409736999
126.0,186.0,2048.0,1988.0,1629409736999
126.0,186.0,2048.0,1988.0,1629409737004
126.0,186.0,2048.0,1988.0,1629409737004
126.0,186.0,2048.0,1988.0,1629409737005
126.0,186.0,2048.0,1988.0,1629409737006
126.0,186.0,2048.0,1988.0,1629409737006
126.0,186.0,2048.0,1988.0,1629409737006
125.0,186.0,2048.0,1987.0,1629409737006
125.0,186.0,2048.0,1987.0,1629409737006
