free_memory_MB,allocated_memory_MB,max_memory_MB,total_memory_MB,milliseconds
77.0,186.0,2048.0,1939.0,1629409721945
77.0,186.0,2048.0,1939.0,1629409721946
77.0,186.0,2048.0,1939.0,1629409721946
77.0,186.0,2048.0,1939.0,1629409721946
77.0,186.0,2048.0,1939.0,1629409721946
77.0,186.0,2048.0,1939.0,1629409721946
77.0,186.0,2048.0,1939.0,1629409721947
77.0,186.0,2048.0,1939.0,1629409721947
77.0,186.0,2048.0,1939.0,1629409721947
77.0,186.0,2048.0,1939.0,1629409721947
77.0,186.0,2048.0,1939.0,1629409721947
77.0,186.0,2048.0,1939.0,1629409721947
77.0,186.0,2048.0,1939.0,1629409721947
77.0,186.0,2048.0,1939.0,1629409721947
77.0,186.0,2048.0,1939.0,1629409721948
77.0,186.0,2048.0,1939.0,1629409721948
77.0,186.0,2048.0,1939.0,1629409721948
77.0,186.0,2048.0,1939.0,1629409721948
77.0,186.0,2048.0,1939.0,1629409721948
77.0,186.0,2048.0,1939.0,1629409721948
77.0,186.0,2048.0,1939.0,1629409721948
77.0,186.0,2048.0,1939.0,1629409721949
77.0,186.0,2048.0,1939.0,1629409721949
77.0,186.0,2048.0,1939.0,1629409721949
77.0,186.0,2048.0,1939.0,1629409721949
77.0,186.0,2048.0,1939.0,1629409721949
77.0,186.0,2048.0,1939.0,1629409721949
77.0,186.0,2048.0,1939.0,1629409721950
77.0,186.0,2048.0,1939.0,1629409721950
77.0,186.0,2048.0,1939.0,1629409721950
77.0,186.0,2048.0,1939.0,1629409721950
77.0,186.0,2048.0,1939.0,1629409721950
77.0,186.0,2048.0,1939.0,1629409721951
77.0,186.0,2048.0,1939.0,1629409721951
77.0,186.0,2048.0,1939.0,1629409721951
77.0,186.0,2048.0,1939.0,1629409721951
77.0,186.0,2048.0,1939.0,1629409721951
76.0,186.0,2048.0,1938.0,1629409721951
76.0,186.0,2048.0,1938.0,1629409721951
76.0,186.0,2048.0,1938.0,1629409721951
76.0,186.0,2048.0,1938.0,1629409721952
76.0,186.0,2048.0,1938.0,1629409721952
76.0,186.0,2048.0,1938.0,1629409721952
76.0,186.0,2048.0,1938.0,1629409721952
76.0,186.0,2048.0,1938.0,1629409721952
76.0,186.0,2048.0,1938.0,1629409721952
76.0,186.0,2048.0,1938.0,1629409721952
76.0,186.0,2048.0,1938.0,1629409721953
76.0,186.0,2048.0,1938.0,1629409721953
76.0,186.0,2048.0,1938.0,1629409721953
76.0,186.0,2048.0,1938.0,1629409721953
76.0,186.0,2048.0,1938.0,1629409721953
76.0,186.0,2048.0,1938.0,1629409721953
76.0,186.0,2048.0,1938.0,1629409721954
76.0,186.0,2048.0,1938.0,1629409721954
76.0,186.0,2048.0,1938.0,1629409721954
76.0,186.0,2048.0,1938.0,1629409721954
76.0,186.0,2048.0,1938.0,1629409721954
76.0,186.0,2048.0,1938.0,1629409721954
76.0,186.0,2048.0,1938.0,1629409721955
76.0,186.0,2048.0,1938.0,1629409721955
76.0,186.0,2048.0,1938.0,1629409721955
76.0,186.0,2048.0,1938.0,1629409721955
76.0,186.0,2048.0,1938.0,1629409721955
76.0,186.0,2048.0,1938.0,1629409721955
76.0,186.0,2048.0,1938.0,1629409721955
76.0,186.0,2048.0,1938.0,1629409721956
76.0,186.0,2048.0,1938.0,1629409721956
76.0,186.0,2048.0,1938.0,1629409721956
76.0,186.0,2048.0,1938.0,1629409721956
76.0,186.0,2048.0,1938.0,1629409721956
76.0,186.0,2048.0,1938.0,1629409721957
76.0,186.0,2048.0,1938.0,1629409721957
76.0,186.0,2048.0,1938.0,1629409721957
76.0,186.0,2048.0,1938.0,1629409721957
75.0,186.0,2048.0,1937.0,1629409721957
75.0,186.0,2048.0,1937.0,1629409721957
75.0,186.0,2048.0,1937.0,1629409721958
75.0,186.0,2048.0,1937.0,1629409721958
75.0,186.0,2048.0,1937.0,1629409721958
75.0,186.0,2048.0,1937.0,1629409721958
75.0,186.0,2048.0,1937.0,1629409721959
75.0,186.0,2048.0,1937.0,1629409721959
75.0,186.0,2048.0,1937.0,1629409721959
75.0,186.0,2048.0,1937.0,1629409721959
75.0,186.0,2048.0,1937.0,1629409721959
75.0,186.0,2048.0,1937.0,1629409721959
75.0,186.0,2048.0,1937.0,1629409721960
75.0,186.0,2048.0,1937.0,1629409721960
75.0,186.0,2048.0,1937.0,1629409721960
75.0,186.0,2048.0,1937.0,1629409721960
75.0,186.0,2048.0,1937.0,1629409721960
75.0,186.0,2048.0,1937.0,1629409721960
75.0,186.0,2048.0,1937.0,1629409721960
75.0,186.0,2048.0,1937.0,1629409721960
75.0,186.0,2048.0,1937.0,1629409721961
75.0,186.0,2048.0,1937.0,1629409721961
75.0,186.0,2048.0,1937.0,1629409721961
75.0,186.0,2048.0,1937.0,1629409721961
75.0,186.0,2048.0,1937.0,1629409721961
75.0,186.0,2048.0,1937.0,1629409721961
75.0,186.0,2048.0,1937.0,1629409721962
75.0,186.0,2048.0,1937.0,1629409721962
