free_memory_MB,allocated_memory_MB,max_memory_MB,total_memory_MB,milliseconds
124.0,186.0,2048.0,1986.0,1629409394428
124.0,186.0,2048.0,1986.0,1629409394428
123.0,186.0,2048.0,1985.0,1629409394429
123.0,186.0,2048.0,1985.0,1629409394431
123.0,186.0,2048.0,1985.0,1629409394431
123.0,186.0,2048.0,1985.0,1629409394432
123.0,186.0,2048.0,1985.0,1629409394432
123.0,186.0,2048.0,1985.0,1629409394433
123.0,186.0,2048.0,1985.0,1629409394433
123.0,186.0,2048.0,1985.0,1629409394433
123.0,186.0,2048.0,1985.0,1629409394433
123.0,186.0,2048.0,1985.0,1629409394433
123.0,186.0,2048.0,1985.0,1629409394434
123.0,186.0,2048.0,1985.0,1629409394434
123.0,186.0,2048.0,1985.0,1629409394434
123.0,186.0,2048.0,1985.0,1629409394434
123.0,186.0,2048.0,1985.0,1629409394435
123.0,186.0,2048.0,1985.0,1629409394435
123.0,186.0,2048.0,1985.0,1629409394435
123.0,186.0,2048.0,1985.0,1629409394435
123.0,186.0,2048.0,1985.0,1629409394435
123.0,186.0,2048.0,1985.0,1629409394436
123.0,186.0,2048.0,1985.0,1629409394436
123.0,186.0,2048.0,1985.0,1629409394436
123.0,186.0,2048.0,1985.0,1629409394436
123.0,186.0,2048.0,1985.0,1629409394437
123.0,186.0,2048.0,1985.0,1629409394437
123.0,186.0,2048.0,1985.0,1629409394437
123.0,186.0,2048.0,1985.0,1629409394437
123.0,186.0,2048.0,1985.0,1629409394437
123.0,186.0,2048.0,1985.0,1629409394445
123.0,186.0,2048.0,1985.0,1629409394447
123.0,186.0,2048.0,1985.0,1629409394447
123.0,186.0,2048.0,1985.0,1629409394447
123.0,186.0,2048.0,1985.0,1629409394447
123.0,186.0,2048.0,1985.0,1629409394447
123.0,186.0,2048.0,1985.0,1629409394448
123.0,186.0,2048.0,1985.0,1629409394449
123.0,186.0,2048.0,1985.0,1629409394449
123.0,186.0,2048.0,1985.0,1629409394449
123.0,186.0,2048.0,1985.0,1629409394450
123.0,186.0,2048.0,1985.0,1629409394450
122.0,186.0,2048.0,1984.0,1629409394450
122.0,186.0,2048.0,1984.0,1629409394450
122.0,186.0,2048.0,1984.0,1629409394451
122.0,186.0,2048.0,1984.0,1629409394451
122.0,186.0,2048.0,1984.0,1629409394451
122.0,186.0,2048.0,1984.0,1629409394451
122.0,186.0,2048.0,1984.0,1629409394452
122.0,186.0,2048.0,1984.0,1629409394452
122.0,186.0,2048.0,1984.0,1629409394452
122.0,186.0,2048.0,1984.0,1629409394452
122.0,186.0,2048.0,1984.0,1629409394452
122.0,186.0,2048.0,1984.0,1629409394452
122.0,186.0,2048.0,1984.0,1629409394452
122.0,186.0,2048.0,1984.0,1629409394453
122.0,186.0,2048.0,1984.0,1629409394453
122.0,186.0,2048.0,1984.0,1629409394453
122.0,186.0,2048.0,1984.0,1629409394453
122.0,186.0,2048.0,1984.0,1629409394453
122.0,186.0,2048.0,1984.0,1629409394453
122.0,186.0,2048.0,1984.0,1629409394453
122.0,186.0,2048.0,1984.0,1629409394454
122.0,186.0,2048.0,1984.0,1629409394454
122.0,186.0,2048.0,1984.0,1629409394454
122.0,186.0,2048.0,1984.0,1629409394454
122.0,186.0,2048.0,1984.0,1629409394454
122.0,186.0,2048.0,1984.0,1629409394454
122.0,186.0,2048.0,1984.0,1629409394455
122.0,186.0,2048.0,1984.0,1629409394455
122.0,186.0,2048.0,1984.0,1629409394455
