free_memory_MB,allocated_memory_MB,max_memory_MB,total_memory_MB,milliseconds
132.0,186.0,2048.0,1994.0,1629409398528
132.0,186.0,2048.0,1994.0,1629409398528
132.0,186.0,2048.0,1994.0,1629409398529
131.0,186.0,2048.0,1993.0,1629409398539
131.0,186.0,2048.0,1993.0,1629409398539
130.0,186.0,2048.0,1992.0,1629409398543
130.0,186.0,2048.0,1992.0,1629409398543
130.0,186.0,2048.0,1992.0,1629409398545
130.0,186.0,2048.0,1992.0,1629409398545
130.0,186.0,2048.0,1992.0,1629409398546
130.0,186.0,2048.0,1992.0,1629409398546
130.0,186.0,2048.0,1992.0,1629409398547
130.0,186.0,2048.0,1992.0,1629409398547
130.0,186.0,2048.0,1992.0,1629409398547
130.0,186.0,2048.0,1992.0,1629409398547
130.0,186.0,2048.0,1992.0,1629409398547
130.0,186.0,2048.0,1992.0,1629409398548
130.0,186.0,2048.0,1992.0,1629409398548
130.0,186.0,2048.0,1992.0,1629409398548
129.0,186.0,2048.0,1991.0,1629409398548
129.0,186.0,2048.0,1991.0,1629409398549
129.0,186.0,2048.0,1991.0,1629409398549
129.0,186.0,2048.0,1991.0,1629409398549
129.0,186.0,2048.0,1991.0,1629409398549
129.0,186.0,2048.0,1991.0,1629409398550
129.0,186.0,2048.0,1991.0,1629409398550
129.0,186.0,2048.0,1991.0,1629409398560
129.0,186.0,2048.0,1991.0,1629409398564
129.0,186.0,2048.0,1991.0,1629409398635
129.0,186.0,2048.0,1991.0,1629409398698
129.0,186.0,2048.0,1991.0,1629409398698
129.0,186.0,2048.0,1991.0,1629409398699
129.0,186.0,2048.0,1991.0,1629409398699
129.0,186.0,2048.0,1991.0,1629409398699
129.0,186.0,2048.0,1991.0,1629409398699
129.0,186.0,2048.0,1991.0,1629409398700
129.0,186.0,2048.0,1991.0,1629409398700
129.0,186.0,2048.0,1991.0,1629409398700
129.0,186.0,2048.0,1991.0,1629409398700
129.0,186.0,2048.0,1991.0,1629409398701
129.0,186.0,2048.0,1991.0,1629409398701
129.0,186.0,2048.0,1991.0,1629409398701
129.0,186.0,2048.0,1991.0,1629409398701
129.0,186.0,2048.0,1991.0,1629409398702
129.0,186.0,2048.0,1991.0,1629409398702
129.0,186.0,2048.0,1991.0,1629409398702
129.0,186.0,2048.0,1991.0,1629409398702
129.0,186.0,2048.0,1991.0,1629409398702
129.0,186.0,2048.0,1991.0,1629409398702
129.0,186.0,2048.0,1991.0,1629409398703
129.0,186.0,2048.0,1991.0,1629409398725
129.0,186.0,2048.0,1991.0,1629409398725
129.0,186.0,2048.0,1991.0,1629409398726
129.0,186.0,2048.0,1991.0,1629409398726
129.0,186.0,2048.0,1991.0,1629409398726
129.0,186.0,2048.0,1991.0,1629409398726
129.0,186.0,2048.0,1991.0,1629409398726
128.0,186.0,2048.0,1990.0,1629409398730
128.0,186.0,2048.0,1990.0,1629409398730
128.0,186.0,2048.0,1990.0,1629409398732
128.0,186.0,2048.0,1990.0,1629409398732
128.0,186.0,2048.0,1990.0,1629409398733
128.0,186.0,2048.0,1990.0,1629409398733
128.0,186.0,2048.0,1990.0,1629409398733
128.0,186.0,2048.0,1990.0,1629409398734
128.0,186.0,2048.0,1990.0,1629409398734
128.0,186.0,2048.0,1990.0,1629409398734
128.0,186.0,2048.0,1990.0,1629409398734
128.0,186.0,2048.0,1990.0,1629409398735
128.0,186.0,2048.0,1990.0,1629409398735
128.0,186.0,2048.0,1990.0,1629409398735
128.0,186.0,2048.0,1990.0,1629409398736
128.0,186.0,2048.0,1990.0,1629409398736
128.0,186.0,2048.0,1990.0,1629409398736
128.0,186.0,2048.0,1990.0,1629409398736
128.0,186.0,2048.0,1990.0,1629409398737
128.0,186.0,2048.0,1990.0,1629409398737
128.0,186.0,2048.0,1990.0,1629409398737
128.0,186.0,2048.0,1990.0,1629409398737
128.0,186.0,2048.0,1990.0,1629409398737
128.0,186.0,2048.0,1990.0,1629409398737
128.0,186.0,2048.0,1990.0,1629409398738
128.0,186.0,2048.0,1990.0,1629409398738
128.0,186.0,2048.0,1990.0,1629409398738
128.0,186.0,2048.0,1990.0,1629409398738
128.0,186.0,2048.0,1990.0,1629409398739
128.0,186.0,2048.0,1990.0,1629409398739
128.0,186.0,2048.0,1990.0,1629409398740
128.0,186.0,2048.0,1990.0,1629409398768
128.0,186.0,2048.0,1990.0,1629409398768
128.0,186.0,2048.0,1990.0,1629409398788
128.0,186.0,2048.0,1990.0,1629409398789
128.0,186.0,2048.0,1990.0,1629409398789
128.0,186.0,2048.0,1990.0,1629409398789
