free_memory,allocated_memory,max_memory,total_memory,milliseconds
118014.0,131072.0,2097152.0,2084094.0,1629295285435
117758.0,131072.0,2097152.0,2083838.0,1629295285435
117758.0,131072.0,2097152.0,2083838.0,1629295285435
117758.0,131072.0,2097152.0,2083838.0,1629295285436
117758.0,131072.0,2097152.0,2083838.0,1629295285436
117758.0,131072.0,2097152.0,2083838.0,1629295285436
117758.0,131072.0,2097152.0,2083838.0,1629295285436
117758.0,131072.0,2097152.0,2083838.0,1629295285436
117758.0,131072.0,2097152.0,2083838.0,1629295285436
117758.0,131072.0,2097152.0,2083838.0,1629295285436
117758.0,131072.0,2097152.0,2083838.0,1629295285437
117758.0,131072.0,2097152.0,2083838.0,1629295285437
117758.0,131072.0,2097152.0,2083838.0,1629295285437
117758.0,131072.0,2097152.0,2083838.0,1629295285437
117758.0,131072.0,2097152.0,2083838.0,1629295285437
117758.0,131072.0,2097152.0,2083838.0,1629295285437
117758.0,131072.0,2097152.0,2083838.0,1629295285437
117758.0,131072.0,2097152.0,2083838.0,1629295285438
117758.0,131072.0,2097152.0,2083838.0,1629295285438
117758.0,131072.0,2097152.0,2083838.0,1629295285438
117504.0,131072.0,2097152.0,2083584.0,1629295285438
117504.0,131072.0,2097152.0,2083584.0,1629295285438
117504.0,131072.0,2097152.0,2083584.0,1629295285438
117504.0,131072.0,2097152.0,2083584.0,1629295285438
117504.0,131072.0,2097152.0,2083584.0,1629295285438
117504.0,131072.0,2097152.0,2083584.0,1629295285439
117504.0,131072.0,2097152.0,2083584.0,1629295285439
117504.0,131072.0,2097152.0,2083584.0,1629295285439
117504.0,131072.0,2097152.0,2083584.0,1629295285439
117488.0,131072.0,2097152.0,2083568.0,1629295285439
116976.0,131072.0,2097152.0,2083056.0,1629295285439
116976.0,131072.0,2097152.0,2083056.0,1629295285439
116976.0,131072.0,2097152.0,2083056.0,1629295285440
116976.0,131072.0,2097152.0,2083056.0,1629295285440
116976.0,131072.0,2097152.0,2083056.0,1629295285440
116976.0,131072.0,2097152.0,2083056.0,1629295285440
116976.0,131072.0,2097152.0,2083056.0,1629295285440
116976.0,131072.0,2097152.0,2083056.0,1629295285440
116976.0,131072.0,2097152.0,2083056.0,1629295285441
116976.0,131072.0,2097152.0,2083056.0,1629295285441
116976.0,131072.0,2097152.0,2083056.0,1629295285441
116976.0,131072.0,2097152.0,2083056.0,1629295285441
116976.0,131072.0,2097152.0,2083056.0,1629295285441
116976.0,131072.0,2097152.0,2083056.0,1629295285442
116976.0,131072.0,2097152.0,2083056.0,1629295285442
116976.0,131072.0,2097152.0,2083056.0,1629295285442
116976.0,131072.0,2097152.0,2083056.0,1629295285442
116976.0,131072.0,2097152.0,2083056.0,1629295285442
116976.0,131072.0,2097152.0,2083056.0,1629295285442
116960.0,131072.0,2097152.0,2083040.0,1629295285442
116480.0,131072.0,2097152.0,2082560.0,1629295285443
116480.0,131072.0,2097152.0,2082560.0,1629295285443
116480.0,131072.0,2097152.0,2082560.0,1629295285443
116480.0,131072.0,2097152.0,2082560.0,1629295285443
116480.0,131072.0,2097152.0,2082560.0,1629295285443
116480.0,131072.0,2097152.0,2082560.0,1629295285443
116480.0,131072.0,2097152.0,2082560.0,1629295285443
116480.0,131072.0,2097152.0,2082560.0,1629295285444
116480.0,131072.0,2097152.0,2082560.0,1629295285444
116480.0,131072.0,2097152.0,2082560.0,1629295285444
116480.0,131072.0,2097152.0,2082560.0,1629295285444
116480.0,131072.0,2097152.0,2082560.0,1629295285444
116480.0,131072.0,2097152.0,2082560.0,1629295285444
116480.0,131072.0,2097152.0,2082560.0,1629295285444
116480.0,131072.0,2097152.0,2082560.0,1629295285444
116480.0,131072.0,2097152.0,2082560.0,1629295285445
116480.0,131072.0,2097152.0,2082560.0,1629295285445
116480.0,131072.0,2097152.0,2082560.0,1629295285445
116464.0,131072.0,2097152.0,2082544.0,1629295285446
115952.0,131072.0,2097152.0,2082032.0,1629295285446
115952.0,131072.0,2097152.0,2082032.0,1629295285446
115952.0,131072.0,2097152.0,2082032.0,1629295285447
115952.0,131072.0,2097152.0,2082032.0,1629295285447
115952.0,131072.0,2097152.0,2082032.0,1629295285447
115952.0,131072.0,2097152.0,2082032.0,1629295285448
115952.0,131072.0,2097152.0,2082032.0,1629295285448
115952.0,131072.0,2097152.0,2082032.0,1629295285448
115952.0,131072.0,2097152.0,2082032.0,1629295285448
115952.0,131072.0,2097152.0,2082032.0,1629295285448
115952.0,131072.0,2097152.0,2082032.0,1629295285448
115952.0,131072.0,2097152.0,2082032.0,1629295285449
115952.0,131072.0,2097152.0,2082032.0,1629295285449
115952.0,131072.0,2097152.0,2082032.0,1629295285450
115952.0,131072.0,2097152.0,2082032.0,1629295285450
115952.0,131072.0,2097152.0,2082032.0,1629295285450
115952.0,131072.0,2097152.0,2082032.0,1629295285450
115952.0,131072.0,2097152.0,2082032.0,1629295285450
115952.0,131072.0,2097152.0,2082032.0,1629295285450
115456.0,131072.0,2097152.0,2081536.0,1629295285451
115456.0,131072.0,2097152.0,2081536.0,1629295285451
115456.0,131072.0,2097152.0,2081536.0,1629295285451
115456.0,131072.0,2097152.0,2081536.0,1629295285451
115456.0,131072.0,2097152.0,2081536.0,1629295285451
115456.0,131072.0,2097152.0,2081536.0,1629295285451
115456.0,131072.0,2097152.0,2081536.0,1629295285451
115456.0,131072.0,2097152.0,2081536.0,1629295285452
115456.0,131072.0,2097152.0,2081536.0,1629295285452
115456.0,131072.0,2097152.0,2081536.0,1629295285452
115456.0,131072.0,2097152.0,2081536.0,1629295285452
115456.0,131072.0,2097152.0,2081536.0,1629295285452
115456.0,131072.0,2097152.0,2081536.0,1629295285452
115456.0,131072.0,2097152.0,2081536.0,1629295285452
115456.0,131072.0,2097152.0,2081536.0,1629295285452
115456.0,131072.0,2097152.0,2081536.0,1629295285453
115456.0,131072.0,2097152.0,2081536.0,1629295285453
115456.0,131072.0,2097152.0,2081536.0,1629295285453
115456.0,131072.0,2097152.0,2081536.0,1629295285453
114936.0,131072.0,2097152.0,2081016.0,1629295285453
114936.0,131072.0,2097152.0,2081016.0,1629295285453
114936.0,131072.0,2097152.0,2081016.0,1629295285453
114936.0,131072.0,2097152.0,2081016.0,1629295285454
114936.0,131072.0,2097152.0,2081016.0,1629295285454
114936.0,131072.0,2097152.0,2081016.0,1629295285454
114936.0,131072.0,2097152.0,2081016.0,1629295285454
114936.0,131072.0,2097152.0,2081016.0,1629295285454
114936.0,131072.0,2097152.0,2081016.0,1629295285454
114936.0,131072.0,2097152.0,2081016.0,1629295285454
114936.0,131072.0,2097152.0,2081016.0,1629295285455
114936.0,131072.0,2097152.0,2081016.0,1629295285455
114936.0,131072.0,2097152.0,2081016.0,1629295285455
114936.0,131072.0,2097152.0,2081016.0,1629295285455
114936.0,131072.0,2097152.0,2081016.0,1629295285455
114936.0,131072.0,2097152.0,2081016.0,1629295285455
114936.0,131072.0,2097152.0,2081016.0,1629295285455
114936.0,131072.0,2097152.0,2081016.0,1629295285456
114936.0,131072.0,2097152.0,2081016.0,1629295285456
114920.0,131072.0,2097152.0,2081000.0,1629295285456
114432.0,131072.0,2097152.0,2080512.0,1629295285456
114432.0,131072.0,2097152.0,2080512.0,1629295285456
114432.0,131072.0,2097152.0,2080512.0,1629295285456
114432.0,131072.0,2097152.0,2080512.0,1629295285456
114432.0,131072.0,2097152.0,2080512.0,1629295285456
114432.0,131072.0,2097152.0,2080512.0,1629295285457
114432.0,131072.0,2097152.0,2080512.0,1629295285457
114432.0,131072.0,2097152.0,2080512.0,1629295285457
114432.0,131072.0,2097152.0,2080512.0,1629295285458
114432.0,131072.0,2097152.0,2080512.0,1629295285458
114432.0,131072.0,2097152.0,2080512.0,1629295285458
114432.0,131072.0,2097152.0,2080512.0,1629295285458
114432.0,131072.0,2097152.0,2080512.0,1629295285458
114432.0,131072.0,2097152.0,2080512.0,1629295285458
114432.0,131072.0,2097152.0,2080512.0,1629295285458
114432.0,131072.0,2097152.0,2080512.0,1629295285459
114432.0,131072.0,2097152.0,2080512.0,1629295285459
114432.0,131072.0,2097152.0,2080512.0,1629295285459
114430.0,131072.0,2097152.0,2080510.0,1629295285459
113918.0,131072.0,2097152.0,2079998.0,1629295285459
113918.0,131072.0,2097152.0,2079998.0,1629295285459
113918.0,131072.0,2097152.0,2079998.0,1629295285459
113918.0,131072.0,2097152.0,2079998.0,1629295285460
113918.0,131072.0,2097152.0,2079998.0,1629295285460
113918.0,131072.0,2097152.0,2079998.0,1629295285460
113918.0,131072.0,2097152.0,2079998.0,1629295285460
113918.0,131072.0,2097152.0,2079998.0,1629295285460
113918.0,131072.0,2097152.0,2079998.0,1629295285460
113918.0,131072.0,2097152.0,2079998.0,1629295285460
113918.0,131072.0,2097152.0,2079998.0,1629295285461
113918.0,131072.0,2097152.0,2079998.0,1629295285461
113918.0,131072.0,2097152.0,2079998.0,1629295285461
113918.0,131072.0,2097152.0,2079998.0,1629295285461
113918.0,131072.0,2097152.0,2079998.0,1629295285461
113918.0,131072.0,2097152.0,2079998.0,1629295285462
113918.0,131072.0,2097152.0,2079998.0,1629295285462
113918.0,131072.0,2097152.0,2079998.0,1629295285462
113918.0,131072.0,2097152.0,2079998.0,1629295285462
113408.0,131072.0,2097152.0,2079488.0,1629295285462
113408.0,131072.0,2097152.0,2079488.0,1629295285462
113408.0,131072.0,2097152.0,2079488.0,1629295285462
113408.0,131072.0,2097152.0,2079488.0,1629295285463
113408.0,131072.0,2097152.0,2079488.0,1629295285463
113408.0,131072.0,2097152.0,2079488.0,1629295285463
113408.0,131072.0,2097152.0,2079488.0,1629295285463
113408.0,131072.0,2097152.0,2079488.0,1629295285463
113408.0,131072.0,2097152.0,2079488.0,1629295285463
113408.0,131072.0,2097152.0,2079488.0,1629295285463
113408.0,131072.0,2097152.0,2079488.0,1629295285464
113408.0,131072.0,2097152.0,2079488.0,1629295285464
113408.0,131072.0,2097152.0,2079488.0,1629295285464
113408.0,131072.0,2097152.0,2079488.0,1629295285464
113408.0,131072.0,2097152.0,2079488.0,1629295285464
113408.0,131072.0,2097152.0,2079488.0,1629295285464
113408.0,131072.0,2097152.0,2079488.0,1629295285465
113408.0,131072.0,2097152.0,2079488.0,1629295285465
113408.0,131072.0,2097152.0,2079488.0,1629295285465
113392.0,131072.0,2097152.0,2079472.0,1629295285465
112880.0,131072.0,2097152.0,2078960.0,1629295285465
112880.0,131072.0,2097152.0,2078960.0,1629295285466
112880.0,131072.0,2097152.0,2078960.0,1629295285466
112880.0,131072.0,2097152.0,2078960.0,1629295285480
112880.0,131072.0,2097152.0,2078960.0,1629295285489
112880.0,131072.0,2097152.0,2078960.0,1629295285489
112880.0,131072.0,2097152.0,2078960.0,1629295285491
112880.0,131072.0,2097152.0,2078960.0,1629295285564
112880.0,131072.0,2097152.0,2078960.0,1629295285591
