free_memory,allocated_memory,max_memory,total_memory,milliseconds
119628.0,131072.0,2097152.0,2085708.0,1629295266709
119628.0,131072.0,2097152.0,2085708.0,1629295266709
119628.0,131072.0,2097152.0,2085708.0,1629295266709
119628.0,131072.0,2097152.0,2085708.0,1629295266710
119628.0,131072.0,2097152.0,2085708.0,1629295266710
119628.0,131072.0,2097152.0,2085708.0,1629295266710
119628.0,131072.0,2097152.0,2085708.0,1629295266710
119628.0,131072.0,2097152.0,2085708.0,1629295266710
119628.0,131072.0,2097152.0,2085708.0,1629295266710
119628.0,131072.0,2097152.0,2085708.0,1629295266711
119628.0,131072.0,2097152.0,2085708.0,1629295266711
119628.0,131072.0,2097152.0,2085708.0,1629295266711
119108.0,131072.0,2097152.0,2085188.0,1629295266711
119108.0,131072.0,2097152.0,2085188.0,1629295266711
119108.0,131072.0,2097152.0,2085188.0,1629295266712
119108.0,131072.0,2097152.0,2085188.0,1629295266712
119108.0,131072.0,2097152.0,2085188.0,1629295266712
119108.0,131072.0,2097152.0,2085188.0,1629295266712
119108.0,131072.0,2097152.0,2085188.0,1629295266713
119108.0,131072.0,2097152.0,2085188.0,1629295266713
119108.0,131072.0,2097152.0,2085188.0,1629295266713
119108.0,131072.0,2097152.0,2085188.0,1629295266713
119108.0,131072.0,2097152.0,2085188.0,1629295266713
119108.0,131072.0,2097152.0,2085188.0,1629295266713
119108.0,131072.0,2097152.0,2085188.0,1629295266714
119108.0,131072.0,2097152.0,2085188.0,1629295266714
119108.0,131072.0,2097152.0,2085188.0,1629295266714
119108.0,131072.0,2097152.0,2085188.0,1629295266714
119108.0,131072.0,2097152.0,2085188.0,1629295266714
119108.0,131072.0,2097152.0,2085188.0,1629295266714
119108.0,131072.0,2097152.0,2085188.0,1629295266714
119092.0,131072.0,2097152.0,2085172.0,1629295266715
118604.0,131072.0,2097152.0,2084684.0,1629295266715
118604.0,131072.0,2097152.0,2084684.0,1629295266715
118604.0,131072.0,2097152.0,2084684.0,1629295266715
118604.0,131072.0,2097152.0,2084684.0,1629295266715
118604.0,131072.0,2097152.0,2084684.0,1629295266715
118604.0,131072.0,2097152.0,2084684.0,1629295266715
118604.0,131072.0,2097152.0,2084684.0,1629295266716
118604.0,131072.0,2097152.0,2084684.0,1629295266716
118604.0,131072.0,2097152.0,2084684.0,1629295266716
118604.0,131072.0,2097152.0,2084684.0,1629295266716
118604.0,131072.0,2097152.0,2084684.0,1629295266717
118604.0,131072.0,2097152.0,2084684.0,1629295266717
118604.0,131072.0,2097152.0,2084684.0,1629295266717
118604.0,131072.0,2097152.0,2084684.0,1629295266717
118604.0,131072.0,2097152.0,2084684.0,1629295266717
118604.0,131072.0,2097152.0,2084684.0,1629295266718
118604.0,131072.0,2097152.0,2084684.0,1629295266718
118604.0,131072.0,2097152.0,2084684.0,1629295266718
118602.0,131072.0,2097152.0,2084682.0,1629295266718
118090.0,131072.0,2097152.0,2084170.0,1629295266718
118090.0,131072.0,2097152.0,2084170.0,1629295266718
118090.0,131072.0,2097152.0,2084170.0,1629295266719
118090.0,131072.0,2097152.0,2084170.0,1629295266719
118090.0,131072.0,2097152.0,2084170.0,1629295266719
118090.0,131072.0,2097152.0,2084170.0,1629295266719
118090.0,131072.0,2097152.0,2084170.0,1629295266719
118090.0,131072.0,2097152.0,2084170.0,1629295266719
118090.0,131072.0,2097152.0,2084170.0,1629295266720
118090.0,131072.0,2097152.0,2084170.0,1629295266720
118090.0,131072.0,2097152.0,2084170.0,1629295266720
118090.0,131072.0,2097152.0,2084170.0,1629295266720
118090.0,131072.0,2097152.0,2084170.0,1629295266720
118090.0,131072.0,2097152.0,2084170.0,1629295266720
118090.0,131072.0,2097152.0,2084170.0,1629295266720
118090.0,131072.0,2097152.0,2084170.0,1629295266721
